id,rs,statut,ville,latitude,longitude,redo_n,redo_pct,redo_tot,annee,ABL,ANN,BPG,REV,SLE,COE,LAP,ROB
140000209,CHU COTE DE NACRE - CAEN,public,CAEN,49.20854284,-0.362549386,178,20.0,892,2022,8,0,126,12,75,200,8,15
140000209,CHU COTE DE NACRE - CAEN,public,CAEN,49.20854284,-0.362549386,178,20.0,892,2023,5,0,121,9,65,188,5,9
140000209,CHU COTE DE NACRE - CAEN,public,CAEN,49.20854284,-0.362549386,178,20.0,892,2024,2,0,43,9,51,101,6,0
140016759,POLYCLINIQUE DU PARC,private for profit,CAEN,49.16788744,-0.346733281,81,13.7,592,2020,0,0,45,4,40,84,5,0
140016759,POLYCLINIQUE DU PARC,private for profit,CAEN,49.16788744,-0.346733281,81,13.7,592,2021,5,0,73,3,80,159,2,0
140016759,POLYCLINIQUE DU PARC,private for profit,CAEN,49.16788744,-0.346733281,81,13.7,592,2022,5,0,84,1,56,145,1,0
140016759,POLYCLINIQUE DU PARC,private for profit,CAEN,49.16788744,-0.346733281,81,13.7,592,2023,1,0,65,2,36,102,2,0
140016759,POLYCLINIQUE DU PARC,private for profit,CAEN,49.16788744,-0.346733281,81,13.7,592,2024,1,0,60,3,28,91,1,0
140017237,CH PRIVÉ ST MARTIN CAEN,private for profit,CAEN,49.19809105,-0.381354507,51,19.8,257,2020,1,0,13,2,17,31,2,0
140017237,CH PRIVÉ ST MARTIN CAEN,private for profit,CAEN,49.19809105,-0.381354507,51,19.8,257,2021,3,0,32,1,17,53,0,0
140017237,CH PRIVÉ ST MARTIN CAEN,private for profit,CAEN,49.19809105,-0.381354507,51,19.8,257,2022,2,0,33,4,18,53,4,0
140017237,CH PRIVÉ ST MARTIN CAEN,private for profit,CAEN,49.19809105,-0.381354507,51,19.8,257,2023,0,0,32,5,11,44,4,0
140017237,CH PRIVÉ ST MARTIN CAEN,private for profit,CAEN,49.19809105,-0.381354507,51,19.8,257,2024,1,0,41,3,21,65,1,0
160013207,CENTRE CLINICAL,private for profit,SOYAUX,45.63765475,0.2014952018,60,14.2,422,2020,4,0,1,0,41,45,0,1
160013207,CENTRE CLINICAL,private for profit,SOYAUX,45.63765475,0.2014952018,60,14.2,422,2021,12,0,3,0,80,92,0,3
160013207,CENTRE CLINICAL,private for profit,SOYAUX,45.63765475,0.2014952018,60,14.2,422,2022,8,0,3,1,75,84,1,2
160013207,CENTRE CLINICAL,private for profit,SOYAUX,45.63765475,0.2014952018,60,14.2,422,2023,4,0,7,1,87,94,1,4
160013207,CENTRE CLINICAL,private for profit,SOYAUX,45.63765475,0.2014952018,60,14.2,422,2024,5,0,5,1,84,93,1,1
170000095,CH ST-JEAN D'ANGELY,public,SAINT-JEAN-D'ANGELY,45.94619725,-0.530114564,67,25.6,262,2020,2,4,8,0,18,32,0,0
170000095,CH ST-JEAN D'ANGELY,public,SAINT-JEAN-D'ANGELY,45.94619725,-0.530114564,67,25.6,262,2021,3,0,16,2,43,64,1,0
170000095,CH ST-JEAN D'ANGELY,public,SAINT-JEAN-D'ANGELY,45.94619725,-0.530114564,67,25.6,262,2022,2,1,18,0,33,60,0,0
170000095,CH ST-JEAN D'ANGELY,public,SAINT-JEAN-D'ANGELY,45.94619725,-0.530114564,67,25.6,262,2023,5,0,14,1,33,55,1,0
170000095,CH ST-JEAN D'ANGELY,public,SAINT-JEAN-D'ANGELY,45.94619725,-0.530114564,67,25.6,262,2024,4,0,14,2,29,47,2,0
170000152,CH ROCHEFORT,public,ROCHEFORT,45.9667489,-0.962757477,103,17.0,606,2020,7,0,21,0,68,94,1,1
170000152,CH ROCHEFORT,public,ROCHEFORT,45.9667489,-0.962757477,103,17.0,606,2021,4,0,36,1,119,160,0,0
