"codeGeo","lib_com","NB_pts","PCT_pts","PCT_CUM_pts","finessGeoDP","rs"
"01160","PONT-D'AIN",4,10,77.5,"690780390","POLYCLINIQUE DE RILLIEUX"
"01160","PONT-D'AIN",3,7.5,85,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"01160","PONT-D'AIN",1,2.5,87.5,"690022959","HÃ”PITAL PRIVÃ‰ MERE ENFANT NATECIA"
"01160","PONT-D'AIN",1,2.5,90,"690054713","CLINIQUE LES PORTES DU SUD"
"01160","PONT-D'AIN",1,2.5,92.5,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01160","PONT-D'AIN",1,2.5,95,"710006859","POLYCLINIQUE DU VAL DE SAONE"
"01160","PONT-D'AIN",1,2.5,97.5,"710978289","CH LES CHANAUX MACON"
"01160","PONT-D'AIN",1,2.5,100,"890975550","CH SENS"
"01170","GEX",12,30,30,"740781141","CH ALPES LEMAN"
"01170","GEX",11,27.5,57.5,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01170","GEX",8,20,77.5,"740014345","HÃ”PITAL PRIVÃ‰ PAYS DE SAVOIE"
"01170","GEX",5,12.5,90,"740780424","CLINIQUE GENERALE ANNECY"
"01170","GEX",1,2.5,92.5,"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY"
"01170","GEX",1,2.5,95,"690022959","HÃ”PITAL PRIVÃ‰ MERE ENFANT NATECIA"
"01170","GEX",1,2.5,97.5,"690023239","CLINIQUE DU PARC"
"01170","GEX",1,2.5,100,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"01190","PONT DE VAUX",14,41.2,41.2,"710978289","CH LES CHANAUX MACON"
"01190","PONT DE VAUX",11,32.4,73.6,"710006859","POLYCLINIQUE DU VAL DE SAONE"
"01190","PONT DE VAUX",4,11.8,85.4,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01190","PONT DE VAUX",2,5.9,91.3,"010780195","CLINIQUE CONVERT BOURG-EN-B."
"01190","PONT DE VAUX",1,2.9,94.2,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"01190","PONT DE VAUX",1,2.9,97.1,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"01190","PONT DE VAUX",1,2.9,100,"710780917","HÃ”PITAL PRIVÃ‰ SAINTE MARIE"
"01200","VALSERHÔNE",21,34.4,34.4,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01200","VALSERHÔNE",10,16.4,50.8,"740014345","HÃ”PITAL PRIVÃ‰ PAYS DE SAVOIE"
"01200","VALSERHÔNE",9,14.8,65.6,"740780424","CLINIQUE GENERALE ANNECY"
"01200","VALSERHÔNE",5,8.2,73.8,"740781141","CH ALPES LEMAN"
"01200","VALSERHÔNE",4,6.6,80.4,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"01200","VALSERHÔNE",2,3.3,83.7,"690780390","POLYCLINIQUE DE RILLIEUX"
"01200","VALSERHÔNE",2,3.3,87,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"01200","VALSERHÔNE",2,3.3,90.3,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"01200","VALSERHÔNE",1,1.6,91.9,"010780195","CLINIQUE CONVERT BOURG-EN-B."
"01200","VALSERHÔNE",1,1.6,93.5,"340780675","CLINIQUE CLEMENTVILLE"
"01200","VALSERHÔNE",1,1.6,95.1,"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL"
"01200","VALSERHÔNE",1,1.6,96.7,"690023239","CLINIQUE DU PARC"
"01200","VALSERHÔNE",1,1.6,98.3,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"01200","VALSERHÔNE",1,1.6,99.9,"710006859","POLYCLINIQUE DU VAL DE SAONE"
"01210","FERNEY-VOLTAIRE",11,61.1,61.1,"740014345","HÃ”PITAL PRIVÃ‰ PAYS DE SAVOIE"
"01210","FERNEY-VOLTAIRE",2,11.1,72.2,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01210","FERNEY-VOLTAIRE",2,11.1,83.3,"740781141","CH ALPES LEMAN"
"01210","FERNEY-VOLTAIRE",1,5.6,88.9,"060000510","CH D'ANTIBES JUAN LES PINS"
"01210","FERNEY-VOLTAIRE",1,5.6,94.5,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"01210","FERNEY-VOLTAIRE",1,5.6,100.1,"740780424","CLINIQUE GENERALE ANNECY"
"01220","DIVONNE-LES-BAINS",4,33.3,33.3,"740781141","CH ALPES LEMAN"
"01220","DIVONNE-LES-BAINS",2,16.7,50,"690023239","CLINIQUE DU PARC"
"01220","DIVONNE-LES-BAINS",2,16.7,66.7,"740780424","CLINIQUE GENERALE ANNECY"
"01220","DIVONNE-LES-BAINS",1,8.3,75,"300782117","CHU NIMES CAREMEAU"
"01220","DIVONNE-LES-BAINS",1,8.3,83.3,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01220","DIVONNE-LES-BAINS",1,8.3,91.6,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"01220","DIVONNE-LES-BAINS",1,8.3,99.9,"740014345","HÃ”PITAL PRIVÃ‰ PAYS DE SAVOIE"
"01230","ST RAMBERT EN BUGEY",13,44.8,44.8,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"01230","ST RAMBERT EN BUGEY",5,17.2,62,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"01230","ST RAMBERT EN BUGEY",3,10.3,72.3,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"01230","ST RAMBERT EN BUGEY",1,3.4,75.7,"010780195","CLINIQUE CONVERT BOURG-EN-B."
"01230","ST RAMBERT EN BUGEY",1,3.4,79.1,"250011848","POLYCLINIQUE DE FRANCHE COMTE"
"01230","ST RAMBERT EN BUGEY",1,3.4,82.5,"340015502","CLINIQUE LE MILLENAIRE"
"01230","ST RAMBERT EN BUGEY",1,3.4,85.9,"380785956","CLINIQUE DES CEDRES"
"01230","ST RAMBERT EN BUGEY",1,3.4,89.3,"690022959","HÃ”PITAL PRIVÃ‰ MERE ENFANT NATECIA"
"01230","ST RAMBERT EN BUGEY",1,3.4,92.7,"690780390","POLYCLINIQUE DE RILLIEUX"
"01230","ST RAMBERT EN BUGEY",1,3.4,96.1,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01230","ST RAMBERT EN BUGEY",1,3.4,99.5,"810101444","CLINIQUE DU SIDOBRE"
"01240","SAINT-PAUL-DE-VARAX",14,48.3,48.3,"010780195","CLINIQUE CONVERT BOURG-EN-B."
"01240","SAINT-PAUL-DE-VARAX",4,13.8,62.1,"690780390","POLYCLINIQUE DE RILLIEUX"
"01240","SAINT-PAUL-DE-VARAX",4,13.8,75.9,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"01240","SAINT-PAUL-DE-VARAX",2,6.9,82.8,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"01240","SAINT-PAUL-DE-VARAX",1,3.4,86.2,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"01240","SAINT-PAUL-DE-VARAX",1,3.4,89.6,"690023239","CLINIQUE DU PARC"
"01240","SAINT-PAUL-DE-VARAX",1,3.4,93,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"01240","SAINT-PAUL-DE-VARAX",1,3.4,96.4,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01240","SAINT-PAUL-DE-VARAX",1,3.4,99.8,"690807367","POLYCLINIQUE DU BEAUJOLAIS"
"01250","CEYZÉRIAT",21,58.3,58.3,"010780195","CLINIQUE CONVERT BOURG-EN-B."
"01250","CEYZÉRIAT",8,22.2,80.5,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"01250","CEYZÉRIAT",3,8.3,88.8,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01250","CEYZÉRIAT",2,5.6,94.4,"690023239","CLINIQUE DU PARC"
"01250","CEYZÉRIAT",1,2.8,97.2,"690000575","CH NORD OUEST - VILLEFRANCHE"
"01250","CEYZÉRIAT",1,2.8,100,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"01260","VALROMEY-SUR-SÉRAN",3,30,30,"730000031","CHMS - SITE CHAMBERY MCO"
"01260","VALROMEY-SUR-SÉRAN",2,20,50,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"01260","VALROMEY-SUR-SÉRAN",2,20,70,"380785956","CLINIQUE DES CEDRES"
"01260","VALROMEY-SUR-SÉRAN",1,10,80,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01260","VALROMEY-SUR-SÉRAN",1,10,90,"730004298","HÃ”PITAL PRIVÃ‰ MEDIPOLE DE SAVOIE"
"01260","VALROMEY-SUR-SÉRAN",1,10,100,"740780424","CLINIQUE GENERALE ANNECY"
"01270","COLIGNY",6,40,40,"010780195","CLINIQUE CONVERT BOURG-EN-B."
"01270","COLIGNY",3,20,60,"710006859","POLYCLINIQUE DU VAL DE SAONE"
"01270","COLIGNY",2,13.3,73.3,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"01270","COLIGNY",2,13.3,86.6,"710978289","CH LES CHANAUX MACON"
"01270","COLIGNY",1,6.7,93.3,"690023239","CLINIQUE DU PARC"
"01270","COLIGNY",1,6.7,100,"690780390","POLYCLINIQUE DE RILLIEUX"
"01280","PRÉVESSIN-MOËNS",4,36.4,36.4,"740014345","HÃ”PITAL PRIVÃ‰ PAYS DE SAVOIE"
"01280","PRÉVESSIN-MOËNS",3,27.3,63.7,"740781141","CH ALPES LEMAN"
"01280","PRÉVESSIN-MOËNS",1,9.1,72.8,"690023239","CLINIQUE DU PARC"
"01280","PRÉVESSIN-MOËNS",1,9.1,81.9,"690041124","MEDIPOLE HÃ”PITAL PRIVÃ‰"
"01280","PRÉVESSIN-MOËNS",1,9.1,91,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01280","PRÉVESSIN-MOËNS",1,9.1,100.1,"740780424","CLINIQUE GENERALE ANNECY"
"01300","BELLEY",12,30.8,30.8,"730000031","CHMS - SITE CHAMBERY MCO"
"01300","BELLEY",7,17.9,48.7,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"01300","BELLEY",5,12.8,61.5,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01300","BELLEY",3,7.7,69.2,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"01300","BELLEY",2,5.1,74.3,"380780197","CLINIQUE SAINT VINCENT DE PAUL"
"01300","BELLEY",2,5.1,79.4,"690780390","POLYCLINIQUE DE RILLIEUX"
"01300","BELLEY",2,5.1,84.5,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"01300","BELLEY",2,5.1,89.6,"730004298","HÃ”PITAL PRIVÃ‰ MEDIPOLE DE SAVOIE"
"01300","BELLEY",1,2.6,92.2,"380785956","CLINIQUE DES CEDRES"
"01300","BELLEY",1,2.6,94.8,"690023239","CLINIQUE DU PARC"
"01300","BELLEY",1,2.6,97.4,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"01300","BELLEY",1,2.6,100,"740780424","CLINIQUE GENERALE ANNECY"
"01310","POLLIAT",5,35.7,35.7,"010780195","CLINIQUE CONVERT BOURG-EN-B."
"01310","POLLIAT",5,35.7,71.4,"710006859","POLYCLINIQUE DU VAL DE SAONE"
"01310","POLLIAT",2,14.3,85.7,"690041124","MEDIPOLE HÃ”PITAL PRIVÃ‰"
"01310","POLLIAT",1,7.1,92.8,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"01310","POLLIAT",1,7.1,99.9,"690023239","CLINIQUE DU PARC"
"01320","CHALAMONT",12,37.5,37.5,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"01320","CHALAMONT",5,15.6,53.1,"010780195","CLINIQUE CONVERT BOURG-EN-B."
"01320","CHALAMONT",4,12.5,65.6,"690023239","CLINIQUE DU PARC"
"01320","CHALAMONT",3,9.4,75,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"01320","CHALAMONT",3,9.4,84.4,"690780390","POLYCLINIQUE DE RILLIEUX"
"01320","CHALAMONT",3,9.4,93.8,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01320","CHALAMONT",1,3.1,96.9,"690041124","MEDIPOLE HÃ”PITAL PRIVÃ‰"
"01320","CHALAMONT",1,3.1,100,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"01330","VILLARS-LES-DOMBES",7,23.3,23.3,"690780390","POLYCLINIQUE DE RILLIEUX"
"01330","VILLARS-LES-DOMBES",7,23.3,46.6,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01330","VILLARS-LES-DOMBES",3,10,56.6,"690000575","CH NORD OUEST - VILLEFRANCHE"
"01330","VILLARS-LES-DOMBES",3,10,66.6,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"01330","VILLARS-LES-DOMBES",3,10,76.6,"690807367","POLYCLINIQUE DU BEAUJOLAIS"
"01330","VILLARS-LES-DOMBES",2,6.7,83.3,"010780195","CLINIQUE CONVERT BOURG-EN-B."
"01330","VILLARS-LES-DOMBES",2,6.7,90,"690022959","HÃ”PITAL PRIVÃ‰ MERE ENFANT NATECIA"
"01330","VILLARS-LES-DOMBES",1,3.3,93.3,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"01330","VILLARS-LES-DOMBES",1,3.3,96.6,"690023239","CLINIQUE DU PARC"
"01330","VILLARS-LES-DOMBES",1,3.3,99.9,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"01340","ATTIGNAT",22,41.5,41.5,"010780195","CLINIQUE CONVERT BOURG-EN-B."
"01340","ATTIGNAT",10,18.9,60.4,"710006859","POLYCLINIQUE DU VAL DE SAONE"
"01340","ATTIGNAT",8,15.1,75.5,"710978289","CH LES CHANAUX MACON"
"01340","ATTIGNAT",5,9.4,84.9,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"01340","ATTIGNAT",5,9.4,94.3,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01340","ATTIGNAT",1,1.9,96.2,"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY"
"01340","ATTIGNAT",1,1.9,98.1,"690023239","CLINIQUE DU PARC"
"01340","ATTIGNAT",1,1.9,100,"690780390","POLYCLINIQUE DE RILLIEUX"
"01350","CULOZ-BÉON",4,28.6,28.6,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01350","CULOZ-BÉON",3,21.4,50,"730000031","CHMS - SITE CHAMBERY MCO"
"01350","CULOZ-BÉON",3,21.4,71.4,"740780424","CLINIQUE GENERALE ANNECY"
"01350","CULOZ-BÉON",2,14.3,85.7,"690023239","CLINIQUE DU PARC"
"01350","CULOZ-BÉON",1,7.1,92.8,"010780195","CLINIQUE CONVERT BOURG-EN-B."
"01350","CULOZ-BÉON",1,7.1,99.9,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"01360","BÉLIGNEUX",10,24.4,24.4,"690023239","CLINIQUE DU PARC"
"01360","BÉLIGNEUX",8,19.5,43.9,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01360","BÉLIGNEUX",7,17.1,61,"690780390","POLYCLINIQUE DE RILLIEUX"
"01360","BÉLIGNEUX",5,12.2,73.2,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"01360","BÉLIGNEUX",4,9.8,83,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"01360","BÉLIGNEUX",4,9.8,92.8,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"01360","BÉLIGNEUX",2,4.9,97.7,"380785956","CLINIQUE DES CEDRES"
"01360","BÉLIGNEUX",1,2.4,100.1,"690805361","CH ST JOSEPH ST LUC"
"01370","VAL-REVERMONT",11,57.9,57.9,"010780195","CLINIQUE CONVERT BOURG-EN-B."
"01370","VAL-REVERMONT",4,21.1,79,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"01370","VAL-REVERMONT",1,5.3,84.3,"690022959","HÃ”PITAL PRIVÃ‰ MERE ENFANT NATECIA"
"01370","VAL-REVERMONT",1,5.3,89.6,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"01370","VAL-REVERMONT",1,5.3,94.9,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"01370","VAL-REVERMONT",1,5.3,100.2,"710006859","POLYCLINIQUE DU VAL DE SAONE"
"01380","BÂGÉ-DOMMARTIN",14,43.8,43.8,"710978289","CH LES CHANAUX MACON"
"01380","BÂGÉ-DOMMARTIN",10,31.2,75,"710006859","POLYCLINIQUE DU VAL DE SAONE"
"01380","BÂGÉ-DOMMARTIN",3,9.4,84.4,"710780917","HÃ”PITAL PRIVÃ‰ SAINTE MARIE"
"01380","BÂGÉ-DOMMARTIN",2,6.2,90.6,"010780195","CLINIQUE CONVERT BOURG-EN-B."
"01380","BÂGÉ-DOMMARTIN",2,6.2,96.8,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01380","BÂGÉ-DOMMARTIN",1,3.1,99.9,"690780390","POLYCLINIQUE DE RILLIEUX"
"01390","SAINT-ANDRÉ-DE-CORCY",9,22.5,22.5,"690780390","POLYCLINIQUE DE RILLIEUX"
"01390","SAINT-ANDRÉ-DE-CORCY",9,22.5,45,"690780648","CLINIQUE DE LA SAUVEGARDE"
"01390","SAINT-ANDRÉ-DE-CORCY",8,20,65,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"01390","SAINT-ANDRÉ-DE-CORCY",7,17.5,82.5,"690023239","CLINIQUE DU PARC"
"01390","SAINT-ANDRÉ-DE-CORCY",2,5,87.5,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"01390","SAINT-ANDRÉ-DE-CORCY",1,2.5,90,"380785956","CLINIQUE DES CEDRES"
"01390","SAINT-ANDRÉ-DE-CORCY",1,2.5,92.5,"690000575","CH NORD OUEST - VILLEFRANCHE"
"01390","SAINT-ANDRÉ-DE-CORCY",1,2.5,95,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"01390","SAINT-ANDRÉ-DE-CORCY",1,2.5,97.5,"690041124","MEDIPOLE HÃ”PITAL PRIVÃ‰"
"01390","SAINT-ANDRÉ-DE-CORCY",1,2.5,100,"690807367","POLYCLINIQUE DU BEAUJOLAIS"
"01400","CHÂTILLON-SUR-CHALARONNE",10,26.3,26.3,"690000575","CH NORD OUEST - VILLEFRANCHE"
